id,name,city,category,cashback,taksits,taksit_condition,address,map_lat,map_lng,parent_id
781,XİAOMİ,Bakı,Mobil telefon və aksessuar,0,"2, 3, 6, 9, 12",Faizsiz,"Qara Qarayev metrosunun çıxışı, BİR TELECOM",40.39830,49.95171,833
782,GES BANYO,Bakı,Aksessuar mağazası,0,"2, 3, 6, 9, 12",Faizsiz,Təbriz küçəsi 2,40.38358,49.85011,0
783,ALNEO,Lənkəran,Məişət avadanlığı və elektronika,0,"2, 3, 6, 9, 12, 18, 24",Faizsiz,"Lənkəran şəhəri, M. Nəsirli ev 61",38.75258,48.85130,0
784,ALNEO,Sabirabad,Məişət avadanlığı və elektronika,0,"2, 3, 6, 9, 12, 18, 24",Faizsiz,"Sabirabad şəh., H.Əliyev pr. ev 58",40.00696,48.47108,837
785,ALNEO,Bakı,Məişət avadanlığı və elektronika,0,"2, 3, 6, 9, 12, 18, 24",Faizsiz,"Bakı ş., Xətai r., Əhmədli ŞTQ, Məhəmməd Hadi ev 6 E",40.39383,49.95366,837
786,ALNEO,Sumqayıt,Məişət avadanlığı və elektronika,0,"2, 3, 6, 9, 12, 18, 24",Faizsiz,"Sumqayıt şəhəri, 1-ci mkr, Nəriman Nərimanov",40.58759,49.67804,837
787,ALNEO,Xaçmaz,Məişət avadanlığı və elektronika,0,"2, 3, 6, 9, 12, 18, 24",Faizsiz,"Xaçmaz r., Nəriman Nərimanov ev 88",41.45885,48.79606,837
788,ALNEO,Ağcabədi,Məişət avadanlığı və elektronika,0,"2, 3, 6, 9, 12, 18, 24",Faizsiz,"Ağcabədi r., Nəsimi ev -, m. -",40.04005,47.45492,837
789,Music Gallery Z-MALL,Bakı,Məişət avadanlığı və elektronika,0,"2, 3, 6, 9, 12, 18, 24",Faizsiz,"Yasamal rayonu, Dayrəvi 8",40.37668,49.79398,411
790,Baku Electronics Gəncə,Gəncə,Məişət avadanlığı və elektronika,0,"3, 6, 12, 18, 24",Faizsiz,"Gəncə şəhəri, Nizami küçəsi 75",40.68784,46.37233,700
791,Baku Electronics Şəki,Şəki,Məişət avadanlığı və elektronika,0,"3, 6, 12, 18, 24",Faizsiz,"Şəki şəhəri, Mikayıl Müşviq küç. 55",41.19981,47.17744,700
792,Baku Electronics Sumqayıt,Sumqayıt,Məişət avadanlığı və elektronika,0,"3, 6, 12, 18, 24",Faizsiz,"Sumqayıt, H.Əliyev prospekti ilə Sülh küç. kəsişməsi, Mərkəz Plaza 1ci mərtəbə",40.58743,49.66903,700
793,pmo.az,Bakı,Digər,0,"2, 3, 6",Faizsiz,Onlayn mağaza,,,0
794,AMD Telekom,Bakı,Mobil telefon və aksessuar,0,"2, 3, 6, 9, 12, 18, 24",Faizsiz,"Bakı şəh., Xəzər rayonu, Binə ŞTQ, Fuad Aynulov, ev 12",40.45012,50.08895,0
795,ALBATROS,Bakı,Geyim mağazası,0,"2, 3",Faizsiz,"Nərimanov rayonu, Atatürk 44",40.40378,49.84950,0
796,ALBATROS,Bakı,Geyim mağazası,0,"2, 3",Faizsiz,"Nəsimi rayonu, Bakixanov 26",40.38797,49.83123,852
797,ALBATROS,Bakı,Geyim mağazası,0,"2, 3",Faizsiz,"Nəsimi rayonu, Rəşid Behbutov küç. 50",40.37990,49.84438,852
798,ALBATROS,Bakı,Geyim mağazası,0,"2, 3",Faizsiz,"Bakı şəh., Rəsul Rza küçəsi 3",40.36963,49.84185,852
799,Armani Exchange,Bakı,Geyim mağazası,0,"2, 3",Faizsiz,"Bakı şəh., Səbail rayonu, Səməd Vurğun küçəsi 6",40.37146,49.84333,0
800,Bally,Bakı,Geyim mağazası,0,"2, 3",Faizsiz,"Bakı şəh., Səbail rayonu, Neftçilər küçəsi 151",40.37516,49.86115,0
801,Roberto Cavalli,Bakı,Geyim mağazası,0,"2, 3",Faizsiz,"Bakı şəh., Rəsul Rza küçəsi 3",40.36963,49.84185,0
802,DIANE VON FURSTENBERG,Bakı,Geyim mağazası,0,"2, 3",Faizsiz,"Bakı şəh., Səbail rayonu, Neftçilər küçəsi 151",40.37516,49.86115,0
803,DIESEL,Bakı,Geyim mağazası,0,"2, 3",Faizsiz,"Bakı şəh., Səbail rayonu, Neftçilər küçəsi 151",40.37516,49.86115,0
804,EMPORIO ARMANI,Bakı,Geyim mağazası,0,"2, 3",Faizsiz,"Bakı şəh., Rəsul Rza küçəsi 1-16",40.37214,49.84180,0
805,EMPORIO ARMANI PBR,Bakı,Geyim mağazası,0,"2, 3",Faizsiz,"Bakı şəh., Səbail rayonu, Neftçilər prospekti 151",40.37516,49.86115,861
806,EMPORIUM UNIVERMAQ,Bakı,Geyim mağazası,0,"2, 3",Faizsiz,"Bakı şəh., Səbail rayonu, Neftçilər prospekti 151",40.37516,49.86115,0
807,Escada,Bakı,Geyim mağazası,0,"2, 3",Faizsiz,"Bakı şəh., Səbail rayonu, Z.Əliyeva  küçəsi 21",40.36975,49.84122,0
808,GUESS BY MARCIANO,Bakı,Geyim mağazası,0,"2, 3",Faizsiz,"Bakı şəh., Səbail rayonu, Neftçilər prospekti 151",40.37516,49.86115,0
809,GUESS,Bakı,Geyim mağazası,0,"2, 3",Faizsiz,"Bakı şəhəri, Səbail rayonu, Əziz Əliyev 4",40.36772,49.83780,0
810,HUGO BOSS,Bakı,Geyim mağazası,0,"2, 3",Faizsiz,"Bakı şəh., Səbail rayonu, Neftçilər prospekti 151",40.37516,49.86115,0
811,LLOID,Bakı,Geyim mağazası,0,"2, 3",Faizsiz,"Bakı şəh., Səbail rayonu, Neftçilər prospekti 151",40.37516,49.86115,0
812,MARINA RINALDI,Bakı,Geyim mağazası,0,"2, 3",Faizsiz,"Bakı şəh., Səbail rayonu, Neftçilər prospekti 83",40.37170,49.84530,0
813,MARINA RINALDI 2,Bakı,Geyim mağazası,0,"2, 3",Faizsiz,"Bakı şəh., R.Behbudov küç .120",40.38298,49.84315,869
814,MAX CO,Bakı,Geyim mağazası,0,"2, 3",Faizsiz,"Bakı şəh., Səbail rayonu, Neftçilər prospekti 151",40.37516,49.86115,0
815,MAX MARA,Bakı,Geyim mağazası,0,"2, 3",Faizsiz,"Bakı şəh., Səbail rayonu, Neftçilər prospekti 151",40.37516,49.86115,0
816,MARC BY MARC JACOBS,Bakı,Geyim mağazası,0,"2, 3",Faizsiz,"Bakı şəh., Səbail rayonu, Neftçilər prospekti 151",40.37516,49.86115,0
817,MICHAEL KORS,Bakı,Geyim mağazası,0,"2, 3",Faizsiz,"Bakı şəh., Səbail rayonu, Neftçilər prospekti 151",40.37516,49.86115,0
818,PATRIZIA PEPE,Bakı,Geyim mağazası,0,"2, 3",Faizsiz,"Bakı şəh., Səbail rayonu, Neftçilər prospekti 151",40.37516,49.86115,0
819,PERONA,Bakı,Geyim mağazası,0,"2, 3",Faizsiz,"Bakı şəh., Səbail rayonu, Neftçilər prospekti 151",40.37516,49.86115,0
820,PREMIUM OUTLET,Bakı,Geyim mağazası,0,"2, 3",Faizsiz,"Bakı şəh., Xəzər rayonu, A.İldırım 68",40.48482,50.18398,0
821,RALPH LAUREN,Bakı,Geyim mağazası,0,"2, 3",Faizsiz,"Bakı şəh., Səbail rayonu, Neftçilər prospekti 151",40.37516,49.86115,0
822,TORY BURCH,Bakı,Geyim mağazası,0,"2, 3",Faizsiz,"Bakı şəh., Səbail rayonu, Neftçilər prospekti 151",40.37516,49.86115,0
823,WEEKEND MAX MARA,Bakı,Geyim mağazası,0,"2, 3",Faizsiz,"Bakı şəh., Səbail rayonu, Neftçilər prospekti 151",40.37516,49.86115,0
824,MANGO,Bakı,Geyim mağazası,0,2,Faizsiz,"Bakı şəh., Nəsimi rayonu, Azadlıq prospekti",40.37918,49.84747,0
825,MANGO GANJLIK MALL,Bakı,Geyim mağazası,0,2,Faizsiz,"Bakı şəh., Nərimanov rayonu, F.Xoyski 830",40.40031,49.85296,881
826,MANGO METROPARK,Bakı,Geyim mağazası,0,2,Faizsiz,"Bakı şəh, Narimanov rayonu, 106A Təbriz küçəsi",40.40383,49.87260,881
827,MANGO PARK BULVAR,Bakı,Geyim mağazası,0,2,Faizsiz,"Bakı şəh, Səbail rayonu, Milli park",40.37105,49.84953,881
828,NEW YORKER,Bakı,Geyim mağazası,0,2,Faizsiz,"Bakı şəh., Nəsimi rayonu, Azadlıq prospekti",40.37918,49.84747,0
829,NEW YORKER DM,Bakı,Geyim mağazası,0,2,Faizsiz,"Bakı şəh., Səbail rayonu, Neftçilər prospekti 108",40.35854,49.83525,885
830,NEW YORKER GANJA,Gəncə,Geyim mağazası,0,2,Faizsiz,"Gəncə şəh., H.Əliyev",40.67716,46.35995,885
831,NEW YORKER GANJLIK,Bakı,Geyim mağazası,0,2,Faizsiz,"Bakı şəh., Nərimanov rayonu, F.Xoyski 830",40.40031,49.85296,885
832,NEW YORKER 2,Bakı,Geyim mağazası,0,2,Faizsiz,"Bakı şəh., Nizami rayonu, Q.Qarayev 29",40.41021,49.94405,885
833,NEW YORKER 3,Bakı,Geyim mağazası,0,2,Faizsiz,"Bakı şəh., M.Hadi 31",40.39192,49.95385,885
834,NEXT,Bakı,Geyim mağazası,0,2,Faizsiz,"Bakı şəh., Nəsimi rayonu, Azadlıq prospekti",40.37918,49.84747,0
835,NEXT GANJLIK MALL,Bakı,Geyim mağazası,0,2,Faizsiz,"Bakı şəh., Nərimanov rayonu, F.Xoyski 830",40.40031,49.85296,891
836,NEXT PORT BAKU,Bakı,Geyim mağazası,0,2,Faizsiz,"Bakı şəh., Səbail rayonu, Neftçilər prospekti 151",40.37575,49.86022,891
837,KARACA,Bakı,Məişət avadanlığı və elektronika,0,"3, 6, 12, 18",Faizsiz,"Bakı şəh., Nəsimi rayonu Azadlıq pr. 99",40.39540,49.84110,0
838,KARACA,Bakı,Məişət avadanlığı və elektronika,0,"3, 6, 12, 18",Faizsiz,"Bakı şəh., Ə.Rəcəbli küç. 41A",40.40704,49.86697,894
839,KARACA,Bakı,Məişət avadanlığı və elektronika,0,"3, 6, 12, 18",Faizsiz,"Bakı şəh., 528 Hüseyn Cavid prospekti",40.37107,49.81688,894
840,KARACA,Bakı,Məişət avadanlığı və elektronika,0,"3, 6, 12, 18",Faizsiz,"Bakı şəh., 44b Məhəmməd Hadi",40.39444,49.95396,894
841,Emsan,Bakı,Məişət avadanlığı və elektronika,0,"2, 3, 6, 9, 12, 18, 24",Faizsiz,"Xətai rayonu, Sarayevo küç, 18S",40.38629,49.95648,0
842,Emsan,Bakı,Məişət avadanlığı və elektronika,0,"2, 3, 6, 9, 12, 18, 24",Faizsiz,"Bakı şəh, Yasamal rayonu, A.M.Şərifzadə küçəsi 162S",40.38957,49.80301,898
843,Emsan,Bakı,Məişət avadanlığı və elektronika,0,"2, 3, 6, 9, 12, 18, 24",Faizsiz,"Xırdalan şəh, Heydər Əliyev pr.167, AAAF Park Yaşayış Kompleksi",40.46110,49.72443,898
844,Honors Academy,Bakı,Digər,0,"2, 3, 6, 9, 12, 18, 24",Faizsiz,Bəşir Səfəroğlu 133 küçəsi,40.37400,49.83341,0
845,Santral,Bakı,Məişət avadanlığı və elektronika,0,"2, 3, 6, 9, 12, 18, 24",Faizsiz,"Bakı şəhəri, Mərdəkan156",40.44866,50.05570,0
846,Santral,Bakı,Məişət avadanlığı və elektronika,0,"2, 3, 6, 9, 12, 18, 24",Faizsiz,"Bakı şəhəri, H.Cavid pr., 518/13",40.36576,49.81667,902
847,Santral,Bakı,Məişət avadanlığı və elektronika,0,"2, 3, 6, 9, 12, 18, 24",Faizsiz,"Bakı şəhəri, Ziya Bünyadov prospekti 2071",40.42890,49.89262,902
848,Santral,Bakı,Məişət avadanlığı və elektronika,0,"2, 3, 6, 9, 12, 18, 24",Faizsiz,"Xəzər rayonu, Pirallahı şosesi, Dübəndi sahəsi",40.45260,50.33789,902
849,Ofisait,Bakı,Pərakəndə satış,0,"2, 3, 6",Faizsiz,"Yasamal ray., metro Elmlər Akademiyası stansiyası çıxışının qarşısında",40.37508,49.81441,0
850,Ofisait,Bakı,Pərakəndə satış,0,"2, 3, 6",Faizsiz,"Nəsimi ray., D.Əliyeva küç/235A",40.37864,49.84990,906
851,Ofisait,Bakı,Pərakəndə satış,0,"2, 3, 6",Faizsiz,"Nəsimi ray., 28 May küçəsi 56",40.37837,49.85340,906
852,Ofisait,Bakı,Pərakəndə satış,0,"2, 3, 6",Faizsiz,C. Hacibəyli küç 25/10 (Hərbi Prokurorluqla üzbəüz),40.38909,49.84698,906
853,Ges Banyo,Bakı,Digər,0,"2, 3, 6, 9, 12, 18, 24",Faizsiz,"Bakı şəhəri, Təbriz küçəsi",40.38346,49.84959,0
854,Smart Store,Bakı,Mobil telefon və aksessuar,0,"2, 3, 6, 9, 12, 18, 24",Faizsiz,"Bakı şəh.,Səbail ray.,Puşkin ev12.m",40.37876,49.85226,0
855,Mrg mağazası,Bakı,Geyim mağazası,0,"2, 3, 6, 9, 12, 18, 24",Faizsiz,"Bakı şəh.,Xətai ray.,Xocalı ev32,m0",40.38250,49.86968,0
856,LEGNO MEBEL,Bakı,Mebel mağazası,0,"2, 3, 6, 9, 12, 18, 24",Faizsiz,"Bakı şəh.,Nərimanov ray.,Ziya Bünyadov.,ev36B,Qapı1",40.42744,49.91033,0
857,COMFORT HOLİDAY TRAVEL,Bakı,Səyahət şirkəti,0,"2, 3, 6",Faizsiz,"Bakı şəh.,Təbriz küçəsi",40.40292,49.86967,0
858,PALLADIUM DEFENCE,Bakı,Digər,0,"2, 3, 6, 9, 12, 18, 24",Faizsiz,"Bakı şəh., Səbail ray., Salyan şossesi ev 4K, m. 4K",40.33007,49.82015,0
859,Baku life travel,Bakı,Səyahət şirkəti,0,"2, 3, 6, 9, 12, 18, 24",Faizsiz,"Bakı şəh., 
Amay ticarət mərkəzi",40.38006,49.87875,0
860,Sahil Fitness Club,Bakı,İdman və sağlamlıq,0,"2, 3, 6, 9, 12, 18, 24",Faizsiz,"Sahil biznes mərkəzi.,Bülbül prospekti",40.37737,49.84385,0
861,GRANDMOTO,Bakı,Digər,0,"2, 3, 6, 9, 12, 18, 24",Faizsiz,"Bakı şəh., Nərimanov ray., Azadlıq pr., ev. 151",40.40447,49.83635,0
862,AVTODETAL,Bakı,Avtomobil ehtiyat hissələri,0,"2, 3, 6, 9, 12, 18, 24",Faizsiz,"Bakı şəh., Yasamal ray., Sərifzadə küç. 204",40.38227,49.80394,0
863,AYZ Baku,Bakı,Geyim mağazası,0,"2, 3, 6, 9, 12",Faizsiz,"Bakı şəh., Şəmsi Bədəlbəyli küç. 102",40.37839,49.84655,0
864,United Colors of Benetton,Bakı,Geyim mağazası,0,"2, 3, 6",Faizsiz,"Bakı şəh., Nəsimi rayonu, Azadlıq prospekti",40.37918,49.84747,0
865,United Colors of Benetton Park Bulvar,Bakı,Geyim mağazası,0,"2, 3, 6",Faizsiz,"Bakı şəh., Səbail rayonu, Milli park",40.37105,49.84953,928
866,United Colors of Benetton Hüseyn Cavid,Bakı,Geyim mağazası,0,"2, 3, 6",Faizsiz,"Bakı şəh., 528 Hüseyn Cavid Prospekti",40.37038,49.81721,928
867,United Colors of Benetton Gənclik Mall,Bakı,Geyim mağazası,0,"2, 3, 6",Faizsiz,"Bakı şəh., Nərimanov rayonu, F.Xoyski 830",40.40031,49.85296,928
868,United Colors of Benetton Metropark,Bakı,Geyim mağazası,0,"2, 3, 6",Faizsiz,"Bakı şəh., 106 Təbriz küçəsi",40.40377,49.87266,928
869,United Colors of Benetton Deniz Mall,Bakı,Geyim mağazası,0,"2, 3, 6",Faizsiz,"Bakı şəh., Səbail rayonu, Neftçilər prospekti 108",40.35854,49.83525,928
870,ADL,Bakı,Geyim mağazası,0,"2, 3, 6",Faizsiz,"Bakı şəh., Səbail rayonu, Milli park",40.37105,49.84953,680
871,ADL 28 Mall,Bakı,Geyim mağazası,0,"2, 3, 6",Faizsiz,"Bakı şəh., Nəsimi rayonu, Azadlıq prospekti",40.37918,49.84747,680
872,ADL Gənclik Mall,Bakı,Geyim mağazası,0,"2, 3, 6",Faizsiz,"Bakı şəh., Nərimanov rayonu, F.Xoyski 830",40.40031,49.85296,680
873,ADL Hüseyn Cavid,Bakı,Geyim mağazası,0,"2, 3, 6",Faizsiz,"Bakı şəh., Ə.Haqverdiyev",40.38038,49.81616,680
874,ADL MetroPark,Bakı,Geyim mağazası,0,"2, 3, 6",Faizsiz,"Bakı şəh., 106 Təbriz küçəsi",40.40377,49.87266,680
875,MOONSOON,Bakı,Geyim mağazası,0,"2, 3, 6",Faizsiz,"Bakı şəh., Nərimanov rayonu, F.Xoyski 830",40.40031,49.85296,0
876,TOMMY HILFIGER,Bakı,Geyim mağazası,0,"2, 3, 6",Faizsiz,"Bakı şəh., Nərimanov rayonu, F.Xoyski 830",40.40031,49.85296,0
877,PABLOSKY,Bakı,Geyim mağazası,0,"2, 3, 6",Faizsiz,"Bakı şəh., Nərimanov rayonu, F.Xoyski 830",40.40031,49.85296,0
878,PABLOSKY Park Bulvar,Bakı,Geyim mağazası,0,"2, 3, 6",Faizsiz,"Bakı şəh., Səbail rayonu, Milli park",40.37105,49.84953,941
879,Monnalisa,Bakı,Geyim mağazası,0,"2, 3, 6",Faizsiz,"Bakı şəh., R.Rza küç. 4",40.36958,49.84195,0
880,SIX,Bakı,Geyim mağazası,0,"2, 3, 6",Faizsiz,"Bakı şəh., Nəsimi rayonu, Azadlıq prospekti",40.37918,49.84747,0
881,SISLEY,Bakı,Geyim mağazası,0,"2, 3, 6",Faizsiz,"Bakı şəh., Nərimanov rayonu, F.Xoyski 830",40.40031,49.85296,0
882,SISLEY Park Bulvar,Bakı,Geyim mağazası,0,"2, 3, 6",Faizsiz,"Bakı şəh., Səbail rayonu, Milli park",40.37105,49.84953,945
883,LACOSTE,Bakı,Geyim mağazası,0,"2, 3, 6",Faizsiz,"Bakı şəh., Səbail rayonu, Milli park",40.37105,49.84953,0
884,LACOSTE Gənclik Mall,Bakı,Geyim mağazası,0,"2, 3, 6",Faizsiz,"Bakı şəh., Nərimanov rayonu, F.Xoyski 830",40.40031,49.85296,947
885,CALVIN KLEIN,Bakı,Geyim mağazası,0,"2, 3, 6",Faizsiz,"Bakı şəh., Səbail rayonu, Milli park",40.37105,49.84953,725
886,TOMMY HILFIGER Park Bulvar,Bakı,Geyim mağazası,0,"2, 3, 6",Faizsiz,"Bakı şəh., Səbail rayonu, Milli park",40.37105,49.84953,940
887,LACOSTE Gənclik Mall,Bakı,Geyim mağazası,0,"2, 3, 6",Faizsiz,"Bakı şəh., Nərimanov rayonu, F.Xoyski 830",40.40031,49.85296,947
888,COCCINELLE,Bakı,Geyim mağazası,0,"2, 3, 6",Faizsiz,"Bakı şəh, Səbail rayonu, Milli park",40.37105,49.84953,0
889,LOVE MY BODY,Bakı,Geyim mağazası,0,"2, 3, 6",Faizsiz,"Bakı şəh., Hüseyn Cavid  prospekti 558",40.37591,49.81656,0
890,BEBE,Bakı,Geyim mağazası,0,"2, 3, 6",Faizsiz,"Bakı şəh., Səbail rayonu, Milli park",40.37105,49.84953,0
891,SIX 28 Mall,Bakı,Geyim mağazası,0,"2, 3, 6",Faizsiz,"Bakı şəh., Nəsimi rayonu, Azadlıq prospekti",40.37918,49.84747,944
892,LIU JO,Bakı,Geyim mağazası,0,"2, 3, 6",Faizsiz,"Bakı şəh., Nərimanov rayonu, F.Xoyski 830",40.40031,49.85296,0
893,OVS,Bakı,Geyim mağazası,0,"2, 3, 6",Faizsiz,"Bakı şəh., Səbail rayonu, Neftçilər prospekti 108",40.35854,49.83525,0
894,ATELIER REBUL,Bakı,Geyim mağazası,0,"2, 3, 6",Faizsiz,"Bakı şəh., Nərimanov rayonu, F.Xoyski 830",40.40031,49.85296,0
895,ATELIER REBUL Dəniz Mall,Bakı,Geyim mağazası,0,"2, 3, 6",Faizsiz,"Bakı şəh., Səbail rayonu, Neftçilər prospekti 108",40.35854,49.83525,958
896,Merinos Mebel,Bakı,Mebel mağazası,0,"2, 3, 6, 9, 12, 18, 24",Faizsiz,"Bakı şəh., Babək prospekti",40.38913,49.86874,0
897,Optimal Mebel,Bakı,Mebel mağazası,0,"2, 3, 6, 9, 12, 18, 24",Faizsiz,"Mərdəkən, Xəzər",40.48108,50.12278,0
898,KİDS Brands,Bakı,Geyim mağazası,0,"2, 3, 6, 9, 12, 18, 24",Faizsiz,"Bakı şəh., Nərimanov ray., Təbriz., ev 89, m.57",40.39568,49.86149,0
899,Kids Boutique,Bakı,Geyim mağazası,0,"2, 3, 6, 9, 12, 18, 24",Faizsiz,"Bakı şəh., Nəsimi ray., Füzuli ev 53 m.-",40.37696,49.83594,0
900,SUN AY KİDS,Bakı,Geyim mağazası,0,"2, 3, 6, 9, 12, 18, 24",Faizsiz,"Bakı şəh., Xətai ray., Məhəmməd Hadi küç. Ev 73A",40.38864,49.95389,0
901,Divan mebel,Bakı,Mebel mağazası,0,"2, 3, 6, 9, 12, 18, 24",Faizsiz,"Bakı şəh., Nizami ray., Keşlə ştq Babək pr. ev31E",40.39227,49.91602,0
902,Saloglu Gəncə,Gəncə,Mebel mağazası,0,"2, 3, 6, 9, 12, 18, 24",Faizsiz,"Gəncə şəh., Gəncə-Şəmkir şossesi",40.66353,46.33323,473
903,Mobilux,Bakı,Mobil telefon və aksessuar,0,"2, 3, 6, 9, 12, 18, 24",Faizsiz,"Bakı şəh., Binəqədi rayonu, Binəqədi qəsəbəsi",40.47364,49.84233,0
904,Homme Home Store,Bakı,Aksessuar mağazası,0,"2, 3, 6, 9, 12",Faizsiz,"Bakı şəh., Füzuli küçəsi 53",40.37811,49.84019,0
905,Villeroy & Boch,Bakı,Digər,0,"2, 3, 6, 9, 12, 18, 24",Faizsiz,"Bakı şəh., 535 Hüseyn Cavid prospekti",40.37228,49.81648,0
906,Villeroy & Boch,Bakı,Digər,0,"2, 3, 6, 9, 12, 18, 24",Faizsiz,"Bakı şəh., 28 May küç.",40.37566,49.84476,969
907,SWAROVSKI,Bakı,Hədiyyə  və aksesuar mağazası,0,"2, 3, 6, 9, 12, 18, 24",Faizsiz,"Bakı şəh., 535 Hüseyn Cavid prospekti",40.37229,49.81661,0
908,SWAROVSKI Gənclik Mall,Bakı,Hədiyyə  və aksesuar mağazası,0,"2, 3, 6, 9, 12, 18, 24",Faizsiz,"Bakı şəh., Fətəli Xan Xoyski",40.40027,49.85308,971
909,SWAROVSKI 28 Mall,Bakı,Hədiyyə  və aksesuar mağazası,0,"2, 3, 6, 9, 12, 18, 24",Faizsiz,"Bakı şəh., 28 May küçəsi",40.37940,49.84720,971
910,CoinCasa Gənclik Mall,Bakı,Digər,0,"2, 3, 6, 9, 12, 18, 24",Faizsiz,"Bakı şəh., Fətəli Xan Xoyski",40.40027,49.85308,975
911,CoinCasa,Bakı,Digər,0,"2, 3, 6, 9, 12, 18, 24",Faizsiz,"Bakı şəh., Nizami küç. 165A",40.37623,49.84957,0
912,Xtravaganza,Bakı,Hədiyyə  və aksesuar mağazası,0,"2, 3, 6, 9, 12, 18, 24",Faizsiz,"Bakı şəh., Fətəli Xan Xoyski",40.40027,49.85308,0
913,Xtravaganza Dəniz Mall,Bakı,Hədiyyə  və aksesuar mağazası,0,"2, 3, 6, 9, 12, 18, 24",Faizsiz,"Bakı şəh., Neftçilər prospekti 26A",40.35858,49.83528,976
914,BOUTIQUE LLADRO,Bakı,Hədiyyə  və aksesuar mağazası,0,"2, 3, 6, 9, 12, 18, 24",Faizsiz,"Bakı şəh., 28 May küç., 7A",40.37536,49.84398,0
915,AMBIANCE,Bakı,Hədiyyə  və aksesuar mağazası,0,"2, 3, 6, 9, 12, 18, 24",Faizsiz,"Bakı şəh., 28 May küç., 5A",40.37536,49.84398,0
916,MAISON DE LUXE,Bakı,Hədiyyə  və aksesuar mağazası,0,"2, 3, 6, 9, 12, 18, 24",Faizsiz,"Bakı şəh., 28 May küç., 5C",40.37536,49.84398,0
917,Yves Delorme Baku,Bakı,Digər,0,"2, 3, 6, 9, 12, 18, 24",Faizsiz,"Bakı şəh., Bülbül Prospekti, 33",40.37522,49.84321,0
918,Phonex.az,Bakı,Mobil telefon və aksessuar,0,"2, 3, 6, 9, 12, 18, 24",Faizsiz,"Bakı ş., Nəsimi ray., 28 may ev 52, 4 saylı aptek",40.37804,49.85195,0
919,Phonex.az,Bakı,Mobil telefon və aksessuar,0,"2, 3, 6, 9, 12, 18, 24",Faizsiz,"Bakı ş., Nəsimi ray., Füzuli ev 77, m.",40.37987,49.84646,982
920,Kral İnşaat,Bakı,Digər,0,"2, 3, 6, 9, 12, 18, 24",Faizsiz,"Sədərək TM, Şirniyyat Bazarı, Korpus 19, Mağaza 1",40.32176,49.77674,0
921,78 ALL BLACK,Bakı,Geyim mağazası,0,"2, 3, 6",Faizsiz,"Bakı şəh., 12C Məhəmməd Naxçıvani",40.38351,49.82735,0
922,Asus Brand store,Bakı,Pərakəndə satış,0,"2, 3, 6, 9, 12, 18",Faizsiz,"Bakı şəh., 28 May küçəsi, 23 saylı orta məktəblə üzbəüz",40.37705,49.84653,0
923,Avtodetal,Bakı,Avtomobil ehtiyat hissələri,0,"2, 3, 6, 9, 12",Faizsiz,"Bakı şəh., Abbas Mirzə Şərifzadə küçəsi 204",40.38228,49.80389,0
924,Bahar Store,Bakı,Parfümeriya və kosmetika,0,"2, 3",Faizsiz,"Bakı şəh., R.Behbudov 16",40.37534,49.84653,0
925,Bahar Store,Bakı,Parfümeriya və kosmetika,0,"2, 3",Faizsiz,"Bakı şəh., 2/15 Şıxəli Qurbanov",40.37618,49.83249,988
926,Bahar Store,Sumqayıt,Parfümeriya və kosmetika,0,"2, 3",Faizsiz,"Sumqayıt şəh., Nizami küçəsi 192",40.58950,49.67436,988
927,Bahar Store,Bakı,Parfümeriya və kosmetika,0,"2, 3",Faizsiz,"Bakı şəh., Tərlan Əliyarbəyov küç. 9",40.37032,49.83765,988
928,Bahar Store,Bakı,Parfümeriya və kosmetika,0,"2, 3",Faizsiz,"Bakı şəh., 28 May küçəsi 14",40.38039,49.86247,988
929,Bahar Store,Bakı,Parfümeriya və kosmetika,0,"2, 3",Faizsiz,"Bakı şəh., Sarayevo küç.18",40.38627,49.95652,988
930,Bahar Store,Bakı,Parfümeriya və kosmetika,0,"2, 3",Faizsiz,"Bakı şəh.,18 Üzeyir Hacıbəyov",40.37175,49.84340,988
931,Bioloji Təbabət Klinikası,Bakı,Klinika,0,"3, 6, 12",Faizsiz,"Bakı şəh., 3 mkr., Pişivari 110 (Cavadxan küç. 24 , Memar Əcəmi metro stansiyasının yanı)",40.40849,49.81541,0
932,Bioloji Təbabət Klinikası,Masallı,Klinika,0,"3, 6, 12",Faizsiz,"Masallı şəh., Elşad Hüseynov küçəsi",39.03422,48.65899,995
933,Bioloji Təbabət Klinikası,Göyçay,Klinika,0,"3, 6, 12",Faizsiz,"Göyçay şəh., 150 Nizami küçəsi",40.65283,47.74019,995
934,Bioloji Təbabət Klinikası,Sumqayıt,Klinika,0,"3, 6, 12",Faizsiz,"Sumqayıt şəh., Heydər Əliyev prospekti",40.59903,49.66394,995
935,Smart Electronics 4,Bakı,Mobil telefon və aksessuar,0,"2, 3, 6, 9, 12, 18, 24",Faizsiz,"İnşaatçılar, Yasamal rayonu Abbas Mirzə Şərifzadə 259 küçəsi",40.38815,49.80281,264
936,Smart Electronics 5,Bakı,Mobil telefon və aksessuar,0,"2, 3, 6, 9, 12, 18, 24",Faizsiz,Yasamal rayonu 6-cı parallel Məhəmməd Naxçıvani  15 küçəsi,40.38439,49.82606,264
937,DOĞTAŞ,Bakı,Mebel mağazası,0,"2, 3, 6, 9, 12",Faizsiz,"Bakı şəhəri, Babək prospekti 25",40.38884,49.86998,0
